generation,genome,fitness
5,0.373832,-0.030486
5,0.243006,1.14313
5,0.206097,1.2487
5,0.169593,1.19007
5,0.483824,-0.817369
5,0.169593,1.19007
5,0.206097,1.2487
6,0.206097,1.2487
6,0.169593,1.19007
6,0.169593,1.19007
6,0.169593,1.19007
6,0.206097,1.2487
6,0.206097,1.2487
6,0.169593,1.19007
6,0.206097,1.2487
6,0.206097,1.2487
6,0.243006,1.14313
6,0.206097,1.2487
6,0.169593,1.19007
6,0.169593,1.19007
6,0.0771219,0.300009
6,0.243006,1.14313
6,0.206097,1.2487
6,0.169593,1.19007
6,0.206097,1.2487
6,0.160096,1.1466
6,0.169593,1.19007
6,0.206097,1.2487
6,0.169593,1.19007
6,0.169593,1.19007
6,0.169593,1.19007
6,0.169593,1.19007
6,0.169593,1.19007
6,0.206097,1.2487
6,-0.0746397,-2.25796
6,0.243006,1.14313
6,0.712576,0.0730395
6,0.169593,1.19007
6,0.243006,1.14313
6,0.0504476,-0.116571
6,0.206097,1.2487
6,0.169593,1.19007
6,-0.777219,-1.71059
6,0.206097,1.2487
6,0.230834,1.19488
6,0.169593,1.19007
6,0.169593,1.19007
6,0.169155,1.18833
6,0.169593,1.19007
6,-0.679021,-1.43809
6,0.206097,1.2487
6,-0.700054,-1.53593
6,-0.550052,-0.880526
6,0.206097,1.2487
6,0.169593,1.19007
6,0.639767,-0.372048
6,0.398718,-0.273235
7,0.169593,1.19007
7,0.206097,1.2487
7,0.169593,1.19007
7,0.169593,1.19007
7,0.169593,1.19007
7,0.206097,1.2487
7,0.206097,1.2487
7,0.169593,1.19007
7,0.206097,1.2487
7,0.206097,1.2487
7,0.169593,1.19007
7,0.206097,1.2487
7,0.206097,1.2487
7,-0.378442,-1.78138
7,0.169593,1.19007
7,-0.430822,-1.27646
7,0.206097,1.2487
7,0.169593,1.19007
7,0.206097,1.2487
7,0.169593,1.19007
7,0.243006,1.14313
7,0.206097,1.2487
7,0.206097,1.2487
7,0.169593,1.19007
7,-0.518954,-0.86924
7,-0.316953,-2.46029
7,0.206097,1.2487
7,0.206097,1.2487
7,-0.147433,-3.04878
7,0.206097,1.2487
7,0.131361,0.944499
7,0.206097,1.2487
7,0.0846972,0.40804
7,0.206097,1.2487
7,0.52145,-0.866906
7,0.206097,1.2487
7,0.206097,1.2487
7,0.206097,1.2487
7,0.169593,1.19007
7,0.206097,1.2487
7,0.169593,1.19007
7,-0.694734,-1.51257
7,0.206097,1.2487
7,0.768164,0.270746
7,0.206097,1.2487
7,1.12932,-0.137662
7,0.206097,1.2487
7,0.206097,1.2487
7,0.206097,1.2487
7,0.206097,1.2487
8,0.206097,1.2487
8,1.18762,0.429283
8,-0.0601095,-2.03656
8,0.206097,1.2487
8,0.206097,1.2487
8,0.206097,1.2487
8,0.206097,1.2487
8,0.206097,1.2487
8,-0.092944,-2.51099
8,0.206097,1.2487
8,0.206097,1.2487
8,0.0954763,0.552561
8,0.206097,1.2487
8,0.206097,1.2487
8,0.206097,1.2487
8,0.206097,1.2487
8,0.120499,0.841394
8,1.00081,-0.456544
8,0.206097,1.2487
8,0.0479647,-0.157769
8,0.206097,1.2487
8,0.206097,1.2487
8,0.206097,1.2487
8,0.206097,1.2487
8,0.206097,1.2487
8,0.206097,1.2487
8,0.206097,1.2487
8,-0.483216,-0.955466
8,0.206097,1.2487
8,0.206097,1.2487
8,0.206097,1.2487
8,-0.569025,-0.922251
8,0.206097,1.2487
8,0.206097,1.2487
8,-0.0526315,-1.9166
8,0.206097,1.2487
8,0.206097,1.2487
8,0.527163,-0.863712
8,0.206097,1.2487
8,0.206097,1.2487
8,0.987748,-0.417928
8,0.206097,1.2487
8,0.206097,1.2487
8,0.206097,1.2487
8,-0.782307,-1.70896
8,-0.806112,-1.67779
8,1.08303,-0.413688
8,0.169593,1.19007
8,0.206097,1.2487
8,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.223747,1.21757
9,0.22833,1.20354
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,-0.531698,-0.864647
9,1.07786,-0.43306
9,0.206097,1.2487
9,-0.00339789,-1.06115
9,0.206097,1.2487
9,0.206097,1.2487
9,-0.357186,-2.01556
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,1.15772,0.113894
9,0.206097,1.2487
9,0.206097,1.2487
9,0.86949,0.132063
9,0.206097,1.2487
9,-0.181006,-3.19412
9,0.206097,1.2487
9,0.278296,0.912869
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
9,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,1.15668,0.10377
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.625017,-0.466609
10,-0.472372,-1.00344
10,-0.323679,-2.38796
10,0.145026,1.05367
10,0.206097,1.2487
10,0.206097,1.2487
10,0.965148,-0.330637
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.223747,1.21757
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,-0.774775,-1.71075
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.551236,-0.821345
10,0.72261,0.121444
10,-0.450299,-1.13162
10,0.206097,1.2487
10,0.838167,0.239287
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
10,0.206097,1.2487
11,0.797403,0.29654
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.720372,0.111073
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,1.04153,-0.503574
11,0.239766,1.15843
11,0.206097,1.2487
11,0.0798641,0.339702
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.223747,1.21757
11,0.206097,1.2487
11,1.03026,-0.502935
11,0.206097,1.2487
11,-0.218305,-3.18363
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,-0.502425,-0.895436
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,-0.724372,-1.62726
11,0.206097,1.2487
11,-0.425236,-1.32301
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,0.206097,1.2487
11,-0.0315826,-1.56159
11,0.206097,1.2487
12,0.354088,0.174294
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,0.281433,0.887476
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,-0.734701,-1.65702
12,0.206097,1.2487
12,0.946804,-0.245773
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,1.17014,0.239674
12,0.900563,-0.0112095
12,0.637913,-0.384092
12,0.206097,1.2487
12,0.420238,-0.459605
12,0.206097,1.2487
12,0.206097,1.2487
12,-0.700032,-1.53584
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,-0.571353,-0.928966
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,1.13672,-0.0775338
12,-0.442936,-1.18305
12,0.776306,0.283686
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,-0.0315826,-1.56159
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
12,0.206097,1.2487
13,0.206097,1.2487
13,0.528901,-0.862201
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,-0.369831,-1.8752
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,1.14763,0.0183693
13,-0.704989,-1.55662
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,-0.487357,-0.939819
13,0.860373,0.16797
13,0.206097,1.2487
13,0.206097,1.2487
13,-0.592538,-1.00389
13,0.206097,1.2487
13,0.206097,1.2487
13,0.0275422,-0.50811
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,0.0499879,-0.124171
13,0.206097,1.2487
13,0.206097,1.2487
13,-0.456362,-1.09245
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,0.459954,-0.721512
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,0.206097,1.2487
13,0.346509,0.254006
13,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,-0.0242457,-1.43323
14,0.206097,1.2487
14,0.0364352,-0.353313
14,1.01466,-0.485935
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,-0.285374,-2.77373
14,0.465376,-0.74759
14,0.206097,1.2487
14,-0.308246,-2.55156
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.0631395,0.0880484
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.591365,-0.661208
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,1.2032,0.607299
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,1.04374,-0.502497
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
14,0.206097,1.2487
15,0.804089,0.294399
15,0.206097,1.2487
15,0.935331,-0.188694
15,0.206097,1.2487
15,-0.165397,-3.14502
15,0.206097,1.2487
15,0.206097,1.2487
15,0.206097,1.2487
15,0.0364352,-0.353313
15,0.206097,1.2487
15,0.206097,1.2487
15,0.206097,1.2487
15,0.206097,1.2487
15,0.206097,1.2487
15,-0.57561,-0.942078
15,0.0394808,-0.301034
15,0.206097,1.2487
15,0.206097,1.2487
15,0.206097,1.2487
15,0.206097,1.2487
15,0.206097,1.2487
15,0.396252,-0.250305
15,0.206097,1.2487
15,-0.199837,-3.21088
15,0.206097,1.2487
15,-0.0551145,-1.95684
15,0.327629,0.451267
15,0.814405,0.285348
15,0.206097,1.2487
15,0.206097,1.2487
15,0.23059,1.19575
15,0.206097,1.2487
15,0.93651,-0.194651
15,0.206097,1.2487
15,0.206097,1.2487
15,0.98598,-0.41197
15,0.206097,1.2487
15,0.0713505,0.214395
15,0.639673,-0.372656
15,0.206097,1.2487
15,0.206097,1.2487
15,0.206097,1.2487
15,0.206097,1.2487
15,-0.590987,-0.997641
15,0.206097,1.2487
15,0.206097,1.2487
15,-0.618973,-1.12475
15,0.206097,1.2487
15,0.206097,1.2487
15,0.206097,1.2487
16,0.206097,1.2487
16,0.206097,1.2487
16,0.206097,1.2487
16,0.206097,1.2487
16,-0.188847,-3.20669
16,0.206097,1.2487
16,0.206097,1.2487
16,0.781449,0.289576
16,0.206097,1.2487
16,-0.643567,-1.25265
16,0.206097,1.2487
16,0.206097,1.2487
16,0.779584,0.287645
16,-0.0604163,-2.0414
16,0.206097,1.2487
16,0.206097,1.2487
16,0.206097,1.2487
16,0.206097,1.2487
16,0.00969027,-0.825714
16,0.206097,1.2487
16,0.384879,-0.141094
16,0.206097,1.2487
16,0.206097,1.2487
16,0.206097,1.2487
16,0.206097,1.2487
16,0.206097,1.2487
16,-0.734358,-1.65613
16,-0.207399,-3.20482
16,0.206097,1.2487
16,0.206097,1.2487
16,1.09295,-0.369898
16,0.206097,1.2487
16,0.206097,1.2487
16,0.722926,0.122891
16,0.206097,1.2487
16,0.206097,1.2487
16,0.206097,1.2487
16,0.206097,1.2487
16,0.206097,1.2487
16,0.206097,1.2487
16,0.206097,1.2487
16,0.507336,-0.862867
16,-0.0320222,-1.56922
16,0.206097,1.2487
16,0.400521,-0.289818
16,0.206097,1.2487
16,0.206097,1.2487
16,0.206097,1.2487
16,0.206097,1.2487
16,0.804089,0.294399
17,0.948389,-0.253464
17,0.206097,1.2487
17,0.479166,-0.802557
17,0.206097,1.2487
17,0.206097,1.2487
17,0.206097,1.2487
17,0.206097,1.2487
17,0.206097,1.2487
17,-0.144622,-3.0299
17,-0.688128,-1.48217
17,0.206097,1.2487
17,-0.535261,-0.865707
17,0.206097,1.2487
17,0.206097,1.2487
17,0.206097,1.2487
17,0.206097,1.2487
17,0.87045,0.128086
17,-0.0143454,-1.25751
17,-0.299316,-2.64171
17,-0.0830025,-2.37743
17,0.206097,1.2487
17,0.431419,-0.545133
17,0.206097,1.2487
17,0.206097,1.2487
17,0.206097,1.2487
17,0.206097,1.2487
17,1.09724,-0.348314
17,0.206097,1.2487
17,0.206097,1.2487
17,0.206097,1.2487
17,0.400521,-0.289818
17,0.206097,1.2487
17,0.206097,1.2487
17,0.206097,1.2487
17,0.437109,-0.5853
17,-0.436207,-1.23363
17,0.206097,1.2487
17,0.83994,0.23453
17,0.206097,1.2487
17,0.206097,1.2487
17,0.206097,1.2487
17,0.206097,1.2487
17,0.206097,1.2487
17,0.954517,-0.282627
17,0.196642,1.2498
17,0.206097,1.2487
17,0.206097,1.2487
17,0.206097,1.2487
17,0.206097,1.2487
17,0.206097,1.2487
18,0.196642,1.2498
18,0.497517,-0.849812
18,0.206097,1.2487
18,0.206097,1.2487
18,0.0755972,0.27766
18,0.536037,-0.85341
18,0.206097,1.2487
18,0.206097,1.2487
18,0.206097,1.2487
18,0.845047,0.219873
18,0.206097,1.2487
18,-0.197475,-3.21128
18,0.206097,1.2487
18,0.206097,1.2487
18,0.206097,1.2487
18,0.206097,1.2487
18,0.206097,1.2487
18,-0.64763,-1.27434
18,0.206097,1.2487
18,0.206097,1.2487
18,0.206097,1.2487
18,0.206097,1.2487
18,0.450532,-0.670375
18,0.206097,1.2487
18,-0.233389,-3.13111
18,0.206097,1.2487
18,1.06303,-0.47563
18,-0.220537,-3.17752
18,0.206097,1.2487
18,0.0285746,-0.489991
18,-0.297271,-2.66179
18,0.206097,1.2487
18,0.206097,1.2487
18,1.29676,1.63826
18,0.206097,1.2487
18,0.206097,1.2487
18,0.114869,0.782476
18,0.206097,1.2487
18,0.206097,1.2487
18,0.642553,-0.353892
18,0.62128,-0.489955
18,0.206097,1.2487
18,0.206097,1.2487
18,0.206097,1.2487
18,0.206097,1.2487
18,0.206097,1.2487
18,0.746683,0.215904
18,0.206097,1.2487
18,0.0550446,-0.0412554
18,0.206097,1.2487
19,-0.0107228,-1.1927
19,0.206097,1.2487
19,0.206097,1.2487
19,1.07593,-0.439711
19,1.29676,1.63826
19,0.206097,1.2487
19,0.206097,1.2487
19,-0.0524821,-1.91417
19,-0.0233066,-1.41667
19,0.19194,1.24617
19,2.1952,0.243775
19,0.411825,-0.389905
19,0.196642,1.2498
19,0.212649,1.24148
19,0.196642,1.2498
19,0.309435,0.634266
19,0.134562,0.972158
19,0.206097,1.2487
19,0.206097,1.2487
19,0.909212,-0.0548373
19,-0.0294631,-1.5247
19,1.29676,1.63826
19,0.206097,1.2487
19,0.771198,0.276083
19,0.206097,1.2487
19,0.196642,1.2498
19,0.206097,1.2487
19,0.206097,1.2487
19,0.206097,1.2487
19,-0.27777,-2.8404
19,0.196642,1.2498
19,0.206097,1.2487
19,1.04092,-0.503801
19,0.206097,1.2487
19,0.206097,1.2487
19,0.206097,1.2487
19,0.206097,1.2487
19,0.206097,1.2487
19,0.206097,1.2487
19,0.206097,1.2487
19,0.206097,1.2487
19,0.206097,1.2487
19,0.206097,1.2487
19,0.206097,1.2487
19,0.206097,1.2487
19,0.206097,1.2487
19,0.206097,1.2487
19,0.206097,1.2487
19,0.206097,1.2487
19,-0.580517,-0.958467
20,0.206097,1.2487
20,0.196642,1.2498
20,0.0986398,0.592796
20,0.824601,0.269751
20,0.206097,1.2487
20,1.29676,1.63826
20,0.206097,1.2487
20,0.206097,1.2487
20,0.206097,1.2487
20,0.206097,1.2487
20,0.206097,1.2487
20,0.206097,1.2487
20,0.206097,1.2487
20,0.206097,1.2487
20,0.206097,1.2487
20,0.206097,1.2487
20,1.29676,1.63826
20,0.196642,1.2498
20,-0.455431,-1.09827
20,1.29676,1.63826
20,0.206097,1.2487
20,0.206097,1.2487
20,0.196642,1.2498
20,-0.315131,-2.47963
20,0.196642,1.2498
20,0.206097,1.2487
20,0.206097,1.2487
20,0.196642,1.2498
20,0.206097,1.2487
20,0.206097,1.2487
20,0.570569,-0.756518
20,0.206097,1.2487
20,0.206097,1.2487
20,1.29676,1.63826
20,0.206097,1.2487
20,0.206097,1.2487
20,0.994824,-0.440069
20,0.316731,0.562145
20,1.29676,1.63826
20,0.206097,1.2487
20,0.206097,1.2487
20,1.29676,1.63826
20,-0.433169,-1.25754
20,-0.111059,-2.72822
20,0.196642,1.2498
20,0.206097,1.2487
20,0.206097,1.2487
20,1.04092,-0.503801
20,1.29676,1.63826
20,0.196642,1.2498
21,0.206097,1.2487
21,1.29676,1.63826
21,0.196642,1.2498
21,0.206097,1.2487
21,1.29676,1.63826
21,-0.635318,-1.20888
21,0.196642,1.2498
21,1.17674,0.309775
21,0.206097,1.2487
21,1.29676,1.63826
21,1.29676,1.63826
21,1.29676,1.63826
21,1.61577,-0.746224
21,0.196642,1.2498
21,1.29676,1.63826
21,0.976824,-0.37861
21,0.0986398,0.592796
21,1.29676,1.63826
21,0.206097,1.2487
21,1.29676,1.63826
21,0.196642,1.2498
21,1.29676,1.63826
21,0.206097,1.2487
21,-0.488696,-0.935076
21,1.96549,-0.302929
21,1.29676,1.63826
21,0.196642,1.2498
21,1.29676,1.63826
21,-0.512981,-0.876025
21,1.29676,1.63826
21,0.206097,1.2487
21,0.206097,1.2487
21,1.29676,1.63826
21,1.29676,1.63826
21,0.196642,1.2498
21,1.29676,1.63826
21,0.196642,1.2498
21,0.206097,1.2487
21,0.206097,1.2487
21,0.160662,1.14952
21,0.206097,1.2487
21,1.29676,1.63826
21,0.759902,0.253148
21,1.29676,1.63826
21,0.181086,1.22699
21,1.29676,1.63826
21,0.206097,1.2487
21,-0.48719,-0.940421
21,1.29676,1.63826
21,-0.574642,-0.939004
22,0.196642,1.2498
22,1.29676,1.63826
22,1.29676,1.63826
22,1.29676,1.63826
22,2.15437,0.416169
22,1.29676,1.63826
22,1.29676,1.63826
22,1.29676,1.63826
22,1.29676,1.63826
22,1.29676,1.63826
22,1.29676,1.63826
22,1.29676,1.63826
22,1.29676,1.63826
22,1.29676,1.63826
22,1.89718,-1.09071
22,1.13631,-0.0809756
22,0.196642,1.2498
22,0.751854,0.231776
22,2.12448,0.489799
22,0.706082,0.0392485
22,1.29676,1.63826
22,1.29676,1.63826
22,0.196642,1.2498
22,1.29676,1.63826
22,1.94834,-0.492819
22,1.29676,1.63826
22,0.196642,1.2498
22,1.29676,1.63826
22,2.07143,0.457573
